Symbol, TimeStamp,  QuoteTimeStamp, SequenceNumber, BidTimeStamp,Bid, BidSize,  BidExchange, AskTimeStamp, Ask, AskSize, AskExchange,BidVol,MidVol,AskVol,Delta,EstDelta,Gamma,Rho,Vega,Theta,UnderlierBid,UnderlierAsk,ForwardPrice,Borrow,Reserved1,Reserved2,WMP,PFE
SPY   160617P00070000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658696,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,1.34766,1.42073,-0.00028,-0.00028,2E-05,-4E-05,0.00053,-0.00138,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00075000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658767,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,1.26519,1.33404,-0.0003,-0.0003,2E-05,-4E-05,0.00056,-0.00138,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00080000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658928,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,1.18808,1.25299,-0.00032,-0.00032,2E-05,-4E-05,0.0006,-0.00137,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00085000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658891,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,1.11567,1.1769,-0.00034,-0.00034,2E-05,-4E-05,0.00064,-0.00137,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00090000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658590,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,1.04742,1.10516,-0.00037,-0.00037,2E-05,-5E-05,0.00068,-0.00136,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00095000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658764,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4775,X,0,0.98281,1.03728,-0.00039,-0.00039,3E-05,-5E-05,0.00072,-0.00136,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00100000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658771,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.92149,0.97284,-0.00042,-0.00042,3E-05,-5E-05,0.00077,-0.00135,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00105000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658730,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.86313,0.9115,-0.00044,-0.00044,4E-05,-6E-05,0.00082,-0.00134,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00110000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658657,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.80741,0.85294,-0.00047,-0.00047,4E-05,-6E-05,0.00088,-0.00134,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00111000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658921,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.79656,0.84154,-0.00048,-0.00048,4E-05,-6E-05,0.00089,-0.00134,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00112000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658660,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.78581,0.83023,-0.00049,-0.00049,4E-05,-6E-05,0.0009,-0.00133,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00113000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658833,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.77514,0.81902,-0.00049,-0.00049,4E-05,-6E-05,0.00091,-0.00133,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00114000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658808,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.76457,0.80791,-0.0005,-0.0005,4E-05,-6E-05,0.00092,-0.00133,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00115000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658847,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.75409,0.7969,-0.00051,-0.00051,5E-05,-6E-05,0.00093,-0.00133,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00116000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658580,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.74371,0.78597,-0.00051,-0.00051,5E-05,-6E-05,0.00095,-0.00133,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00117000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658693,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.7334,0.77515,-0.00052,-0.00052,5E-05,-7E-05,0.00096,-0.00133,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00118000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658789,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.72317,0.76438,-0.00053,-0.00053,5E-05,-7E-05,0.00097,-0.00133,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00119000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658821,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.71302,0.75372,-0.00053,-0.00053,5E-05,-7E-05,0.00099,-0.00132,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00120000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658834,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.70296,0.74315,-0.00054,-0.00054,5E-05,-7E-05,0.001,-0.00132,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00121000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658793,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.69298,0.73266,-0.00055,-0.00055,5E-05,-7E-05,0.00101,-0.00132,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00122000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658728,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.68308,0.72224,-0.00056,-0.00056,6E-05,-7E-05,0.00103,-0.00132,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00123000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658866,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,4500,X,0,0.67326,0.71191,-0.00056,-0.00056,6E-05,-7E-05,0.00104,-0.00132,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00124000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658614,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,830,H,0,0.6635,0.70166,-0.00057,-0.00057,6E-05,-7E-05,0.00106,-0.00132,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00125000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658615,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,877,H,0,0.65383,0.69149,-0.00058,-0.00058,6E-05,-7E-05,0.00107,-0.00131,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00126000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658850,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,830,H,0,0.64422,0.68139,-0.00059,-0.00059,6E-05,-7E-05,0.00109,-0.00131,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00127000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658880,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,877,H,0,0.63469,0.67137,-0.0006,-0.0006,6E-05,-7E-05,0.0011,-0.00131,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00128000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658594,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,877,H,0,0.62523,0.66143,-0.00061,-0.00061,7E-05,-8E-05,0.00112,-0.00131,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00129000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658890,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,877,H,0,0.61584,0.65154,-0.00062,-0.00062,7E-05,-8E-05,0.00114,-0.00131,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00130000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658731,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,250,X,0,0.60651,0.64173,-0.00062,-0.00062,7E-05,-8E-05,0.00115,-0.00131,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00131000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658581,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,783,H,0,0.59726,0.632,-0.00063,-0.00063,7E-05,-8E-05,0.00117,-0.0013,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00132000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658571,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,830,H,0,0.58807,0.62233,-0.00064,-0.00064,7E-05,-8E-05,0.00119,-0.0013,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00133000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658621,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,783,H,0,0.57894,0.61273,-0.00065,-0.00065,8E-05,-8E-05,0.00121,-0.0013,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00134000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658853,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,877,H,0,0.56987,0.6032,-0.00066,-0.00066,8E-05,-8E-05,0.00122,-0.0013,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00135000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658869,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,250,X,0,0.56087,0.59372,-0.00067,-0.00067,8E-05,-8E-05,0.00124,-0.0013,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00136000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658738,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,783,H,0,0.55193,0.58432,-0.00068,-0.00068,8E-05,-9E-05,0.00126,-0.00129,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00137000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658810,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,830,H,0,0.54303,0.57497,-0.00069,-0.00069,9E-05,-9E-05,0.00128,-0.00129,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00138000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658836,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,877,H,0,0.53421,0.56569,-0.00071,-0.00071,9E-05,-9E-05,0.0013,-0.00129,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00139000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658875,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,783,H,0,0.52544,0.55648,-0.00072,-0.00072,9E-05,-9E-05,0.00132,-0.00129,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00140000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658736,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,250,X,0,0.51673,0.54731,-0.00073,-0.00073,9E-05,-9E-05,0.00135,-0.00129,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00141000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658591,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,830,H,0,0.50809,0.53821,-0.00074,-0.00074,0.0001,-9E-05,0.00137,-0.00128,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00142000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658688,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,783,H,0,0.49949,0.52916,-0.00075,-0.00075,0.0001,-9E-05,0.00139,-0.00128,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00143000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658754,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,830,H,0,0.49095,0.52017,-0.00076,-0.00076,0.0001,-9E-05,0.00141,-0.00128,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00144000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658824,5/26/2016 8:33:19 AM,0,0,W,5/26/2016 8:33:19 AM,0.01,125,T,0,0.48245,0.51123,-0.00078,-0.00078,0.00011,-0.0001,0.00144,-0.00128,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00145000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658788,5/26/2016 8:33:19 AM,0,0,W,5/26/2016 8:33:19 AM,0.01,152,T,0,0.47401,0.50235,-0.00079,-0.00079,0.00011,-0.0001,0.00146,-0.00127,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00146000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658613,5/26/2016 8:33:19 AM,0,0,W,5/26/2016 8:33:19 AM,0.01,407,T,0,0.46563,0.49353,-0.0008,-0.0008,0.00011,-0.0001,0.00149,-0.00127,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00147000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658694,5/26/2016 8:33:51 AM,0,0,Q,5/26/2016 8:33:51 AM,0.01,105,H,0,0.4573,0.48476,-0.00082,-0.00082,0.00012,-0.0001,0.00152,-0.00127,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00148000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658677,5/26/2016 8:30:00 AM,0,0,J,5/26/2016 8:30:04 AM,0.01,1,Z,0,0.44901,0.47603,-0.00083,-0.00083,0.00012,-0.0001,0.00154,-0.00127,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00149000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658723,5/26/2016 8:33:51 AM,0,0,Q,5/26/2016 8:33:51 AM,0.01,105,H,0,0.44077,0.46736,-0.00085,-0.00085,0.00013,-0.0001,0.00157,-0.00127,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00150000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658903,5/26/2016 8:35:34 AM,0,0,J,5/26/2016 8:35:35 AM,0.01,11,H,0,0.43258,0.45874,-0.00086,-0.00086,0.00013,-0.00011,0.0016,-0.00126,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00151000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658646,5/26/2016 8:33:53 AM,0,0,B,5/26/2016 8:33:54 AM,0.01,675,H,0,0.42444,0.45017,-0.00088,-0.00088,0.00014,-0.00011,0.00163,-0.00126,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00152000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658930,5/26/2016 8:35:34 AM,0,0,J,5/26/2016 8:35:36 AM,0.01,675,W,0,0.41634,0.44165,-0.00089,-0.00089,0.00014,-0.00011,0.00166,-0.00126,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00153000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658672,5/26/2016 8:33:53 AM,0,0,B,5/26/2016 8:33:54 AM,0.01,450,Z,0,0.40829,0.43317,-0.00091,-0.00091,0.00015,-0.00011,0.0017,-0.00126,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00154000,5/26/2016 8:45:00 AM,5/26/2016 8:44:56 AM,3769079,5/26/2016 8:44:22 AM,0,0,B,5/26/2016 8:44:56 AM,0.01,29,Z,0,0.40029,0.42474,-0.00093,-0.00093,0.00015,-0.00012,0.00173,-0.00125,209.62,209.63,208.51671,-0.00044,0,0.005,0,0,
SPY   160617P00155000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3696269,5/26/2016 8:44:33 AM,0.01,1000,W,5/26/2016 8:44:32 AM,0.02,4655,X,0.41622,0.43218,0.44453,-0.00236,-0.00236,0.00033,-0.0003,0.00396,-0.00326,209.60001,209.61,208.4967,-0.00044,0,0.015,0,0,
SPY   160617P00156000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397938,5/26/2016 8:30:00 AM,0.01,500,H,5/26/2016 8:30:00 AM,0.02,830,H,0.40763,0.42331,0.43545,-0.00241,-0.00241,0.00034,-0.0003,0.00404,-0.00325,209.56,209.57001,208.45671,-0.00044,0,0.015,0,0,
SPY   160617P00157000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397932,5/26/2016 8:30:00 AM,0.01,500,H,5/26/2016 8:30:00 AM,0.02,830,H,0.39933,0.41473,0.42666,-0.00245,-0.00245,0.00035,-0.00031,0.00412,-0.00325,209.56,209.57001,208.45671,-0.00044,0,0.015,0,0,
SPY   160617P00158000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397695,5/26/2016 8:30:00 AM,0.01,500,H,5/26/2016 8:30:00 AM,0.02,830,H,0.39107,0.40621,0.41791,-0.0025,-0.0025,0.00037,-0.00031,0.0042,-0.00324,209.56,209.57001,208.45671,-0.00044,0,0.015,0,0,
SPY   160617P00159000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397775,5/26/2016 8:30:00 AM,0.01,494,H,5/26/2016 8:30:00 AM,0.02,774,H,0.38287,0.39772,0.40922,-0.00255,-0.00255,0.00038,-0.00032,0.00429,-0.00323,209.56,209.57001,208.45671,-0.00044,0,0.015,0,0,
SPY   160617P00160000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397842,5/26/2016 8:30:00 AM,0.01,513,H,5/26/2016 8:30:00 AM,0.02,745,H,0.37469,0.38928,0.40057,-0.0026,-0.0026,0.0004,-0.00032,0.00438,-0.00322,209.56,209.57001,208.45671,-0.00044,0,0.015,0,0,
SPY   160617P00161000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397941,5/26/2016 8:33:19 AM,0.01,494,H,5/26/2016 8:33:19 AM,0.02,865,T,0.36657,0.38088,0.39196,-0.00266,-0.00266,0.00041,-0.00033,0.00446,-0.00321,209.56,209.57001,208.45671,-0.00044,0,0.015,0,0,
SPY   160617P00162000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397709,5/26/2016 8:30:02 AM,0.01,6076,W,5/26/2016 8:30:02 AM,0.02,988,W,0.35847,0.37252,0.38338,-0.00271,-0.00271,0.00043,-0.00034,0.00456,-0.0032,209.56,209.57001,208.45671,-0.00044,0,0.015,0,0,
SPY   160617P00163000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397908,5/26/2016 8:33:19 AM,0.01,1235,Q,5/26/2016 8:33:19 AM,0.02,1235,Q,0.35041,0.36419,0.37486,-0.00277,-0.00277,0.00045,-0.00035,0.00466,-0.00319,209.56,209.57001,208.45671,-0.00044,0,0.015,0,0,
SPY   160617P00164000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397812,5/26/2016 8:33:30 AM,0.01,8329,W,5/26/2016 8:33:30 AM,0.02,675,W,0.3424,0.35591,0.36637,-0.00283,-0.00283,0.00047,-0.00035,0.00476,-0.00318,209.56,209.57001,208.45671,-0.00044,0,0.015,0,0,
SPY   160617P00165000,5/26/2016 8:45:00 AM,5/26/2016 8:44:56 AM,3769084,5/26/2016 8:44:56 AM,0.02,675,W,5/26/2016 8:44:56 AM,0.03,8398,W,0.35831,0.36683,0.37419,-0.00437,-0.00437,0.00067,-0.00055,0.00696,-0.00491,209.62,209.63,208.51671,-0.00044,0,0.025,0,0,
SPY   160617P00166000,5/26/2016 8:45:00 AM,5/26/2016 8:44:56 AM,3769078,5/26/2016 8:44:56 AM,0.02,675,H,5/26/2016 8:44:52 AM,0.03,8074,X,0.34991,0.35825,0.36547,-0.00447,-0.00447,0.0007,-0.00056,0.00711,-0.00489,209.62,209.63,208.51671,-0.00044,0,0.025,0,0,
SPY   160617P00167000,5/26/2016 8:45:00 AM,5/26/2016 8:44:56 AM,3769080,5/26/2016 8:44:56 AM,0.02,675,H,5/26/2016 8:44:51 AM,0.03,8107,X,0.34152,0.34971,0.35678,-0.00457,-0.00457,0.00074,-0.00057,0.00727,-0.00488,209.62,209.63,208.51671,-0.00044,0,0.025,0,0,
SPY   160617P00168000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3696192,5/26/2016 8:44:32 AM,0.02,29,Z,5/26/2016 8:44:32 AM,0.03,4775,X,0.33305,0.34106,0.34799,-0.00468,-0.00468,0.00077,-0.00059,0.00744,-0.00486,209.60001,209.61,208.4967,-0.00044,0,0.025,0,0,
SPY   160617P00169000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397854,5/26/2016 8:30:01 AM,0.02,1257,W,5/26/2016 8:30:01 AM,0.03,6638,W,0.32447,0.33232,0.33909,-0.00479,-0.00479,0.00081,-0.0006,0.00762,-0.00484,209.56,209.57001,208.45671,-0.00044,0,0.025,0,0,
SPY   160617P00170000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397667,5/26/2016 8:33:19 AM,0.02,494,H,5/26/2016 8:33:19 AM,0.03,3600,X,0.3162,0.32387,0.33051,-0.00491,-0.00491,0.00085,-0.00061,0.0078,-0.00482,209.56,209.57001,208.45671,-0.00044,0,0.025,0,0,
SPY   160617P00170500,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397826,5/26/2016 8:33:19 AM,0.02,1235,Q,5/26/2016 8:33:20 AM,0.03,5400,W,0.31207,0.31967,0.32623,-0.00497,-0.00497,0.00087,-0.00062,0.00789,-0.00481,209.56,209.57001,208.45671,-0.00044,0,0.025,0,0,
SPY   160617P00171000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397653,5/26/2016 8:34:10 AM,0.02,2379,W,5/26/2016 8:34:10 AM,0.03,675,W,0.30796,0.31546,0.32196,-0.00503,-0.00503,0.00089,-0.00063,0.00799,-0.0048,209.56,209.57001,208.45671,-0.00044,0,0.025,0,0,
SPY   160617P00171500,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397954,5/26/2016 8:39:24 AM,0.02,7453,W,5/26/2016 8:39:24 AM,0.03,675,W,0.30385,0.31127,0.31769,-0.00509,-0.00509,0.00091,-0.00064,0.00809,-0.00479,209.56,209.57001,208.45671,-0.00044,0,0.025,0,0,
SPY   160617P00172000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658797,5/26/2016 8:43:08 AM,0.02,6515,W,5/26/2016 8:43:08 AM,0.03,1000,Q,0.30015,0.3075,0.31385,-0.00515,-0.00515,0.00093,-0.00064,0.00818,-0.00478,209.62,209.63,208.51671,-0.00044,0,0.025,0,0,
SPY   160617P00172500,5/26/2016 8:45:00 AM,5/26/2016 8:44:59 AM,3777520,5/26/2016 8:44:58 AM,0.03,1000,Q,5/26/2016 8:44:58 AM,0.04,8412,W,0.30967,0.31525,0.32029,-0.00681,-0.00681,0.00116,-0.00086,0.01038,-0.00633,209.63,209.64,208.5267,-0.00044,0,0.035,0,0,
SPY   160617P00173000,5/26/2016 8:45:00 AM,5/26/2016 8:44:53 AM,3762353,5/26/2016 8:44:53 AM,0.03,29,Z,5/26/2016 8:44:53 AM,0.04,8113,X,0.30536,0.31087,0.31586,-0.0069,-0.0069,0.00119,-0.00087,0.01052,-0.00632,209.62,209.63,208.51671,-0.00044,0,0.035,0,0,
SPY   160617P00173500,5/26/2016 8:45:00 AM,5/26/2016 8:44:53 AM,3762357,5/26/2016 8:44:53 AM,0.03,1000,Q,5/26/2016 8:44:53 AM,0.04,7711,W,0.30113,0.30658,0.3115,-0.00698,-0.00698,0.00122,-0.00088,0.01065,-0.00631,209.62,209.63,208.51671,-0.00044,0,0.035,0,0,
SPY   160617P00174000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397951,5/26/2016 8:30:00 AM,0.03,507,H,5/26/2016 8:30:00 AM,0.04,507,H,0.29649,0.30186,0.30673,-0.00709,-0.00709,0.00126,-0.00089,0.01079,-0.00629,209.56,209.57001,208.45671,-0.00044,0,0.035,0,0,
SPY   160617P00174500,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397904,5/26/2016 8:30:00 AM,0.03,507,H,5/26/2016 8:30:00 AM,0.04,488,H,0.29226,0.29758,0.30239,-0.00718,-0.00718,0.00129,-0.0009,0.01093,-0.00627,209.56,209.57001,208.45671,-0.00044,0,0.035,0,0,
SPY   160617P00175000,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397801,5/26/2016 8:33:19 AM,0.03,1220,Q,5/26/2016 8:33:19 AM,0.04,1220,Q,0.28805,0.29331,0.29806,-0.00728,-0.00728,0.00132,-0.00091,0.01107,-0.00626,209.56,209.57001,208.45671,-0.00044,0,0.035,0,0,
SPY   160617P00175500,5/26/2016 8:45:00 AM,5/26/2016 8:43:18 AM,3397794,5/26/2016 8:33:27 AM,0.03,2312,W,5/26/2016 8:33:27 AM,0.04,450,Z,0.28385,0.28904,0.29374,-0.00738,-0.00738,0.00136,-0.00092,0.01122,-0.00624,209.56,209.57001,208.45671,-0.00044,0,0.035,0,0,
